,category,customer_type,unit_price,quantity,total,payment_type,lvl_estoque_past,mean,median,min,max,std,var,day_of_week,is_weekend,hour,turn,predicao
159,dairy,non-member,6.49,4,25.96,e-wallet,0.86,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4959887711326494
160,dairy,standard,9.49,1,9.49,debit card,0.49,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4925037286114937
161,cheese,standard,5.99,2,11.98,e-wallet,0.59,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49209505389251385
162,cheese,premium,5.99,3,17.97,debit card,0.59,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49726526187310083
163,cheese,standard,6.49,2,12.98,e-wallet,0.4,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4909541607793004
164,meat,non-member,14.99,1,14.99,debit card,0.33,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.48490571666125104
165,meat,premium,12.19,4,48.76,cash,0.48,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.494172223186895
166,meat,premium,11.99,4,47.96,credit card,0.37,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4865728293693043
167,meat,standard,14.99,1,14.99,credit card,0.33,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4766058761390254
168,meat,gold,16.19,1,16.19,debit card,0.08,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4905019441468471
169,meat,standard,18.49,1,18.49,cash,0.8,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4823460853250263
170,seafood,standard,12.49,1,12.49,e-wallet,0.09,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4880618502960221
171,seafood,basic,12.49,1,12.49,credit card,0.09,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4789379202165275
172,seafood,non-member,17.99,3,53.97,e-wallet,1.0,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4875943041052608
173,seafood,basic,20.49,2,40.98,debit card,0.83,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.48465024764186543
174,seafood,basic,20.49,1,20.49,credit card,0.83,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4740753181544253
175,seafood,non-member,16.49,3,49.47,cash,0.29,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.48409175749216277
176,seafood,premium,12.49,4,49.96,credit card,0.09,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.48586323452713714
177,baked goods,premium,8.49,3,25.47,credit card,0.32,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49289972772019425
178,baked goods,standard,4.19,4,16.76,credit card,0.14,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4899629139412396
179,baked goods,gold,10.19,3,30.57,e-wallet,0.52,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.5031287462263361
180,baked goods,standard,6.49,2,12.98,e-wallet,0.5,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4990705364649878
181,baked goods,standard,10.19,1,10.19,debit card,0.52,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49550205697597177
182,baked goods,basic,6.49,1,6.49,credit card,0.5,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.48993696963794037
183,baked goods,non-member,10.19,3,30.57,cash,0.52,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49347049241431945
184,baked goods,basic,8.49,4,33.96,debit card,0.32,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49716481230804815
185,baked goods,premium,10.19,4,40.76,e-wallet,0.08,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.5003788102760417
186,baking,standard,2.49,1,2.49,cash,0.51,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.5027645957602263
187,baking,basic,2.49,1,2.49,cash,0.81,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.5040637794086963
188,baking,gold,8.19,4,32.76,cash,0.48,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.5045204074970621
189,snacks,non-member,4.19,3,12.57,credit card,0.39,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4901510806691676
190,snacks,basic,0.19,2,0.38,debit card,0.82,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.5056740425324834
191,baby products,gold,15.99,1,15.99,debit card,0.2,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49420559155966154
192,baby products,non-member,14.19,1,14.19,e-wallet,0.72,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4902961349560359
193,pets,premium,14.49,2,28.98,e-wallet,0.46,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49457088436237523
194,pets,gold,14.19,2,28.38,cash,0.28,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49364544010272904
195,personal care,non-member,5.49,3,16.47,debit card,0.23,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4987242017618453
196,personal care,premium,16.19,3,48.57000000000001,debit card,0.03,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4960591804910476
197,personal care,standard,12.19,4,48.76,cash,0.77,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4952489534415042
198,personal care,basic,14.49,3,43.47,credit card,0.15,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4834663156945983
199,medicine,standard,14.99,2,29.98,e-wallet,0.97,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4939061426306591
200,medicine,non-member,11.49,2,22.98,debit card,0.29,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4933571791657748
201,medicine,basic,14.99,3,44.97,e-wallet,0.97,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4949210197342095
202,medicine,non-member,21.99,1,21.99,credit card,0.91,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.47596285033218655
203,kitchen,non-member,10.19,3,30.57,debit card,0.22,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.4923583994134694
204,kitchen,basic,13.19,2,26.38,cash,0.1,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.48816000850753477
205,kitchen,standard,10.49,2,20.98,cash,0.18,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49059935845090913
206,kitchen,basic,10.49,2,20.98,cash,0.18,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49077363998505646
207,cleaning products,basic,13.49,3,40.47,debit card,0.33,-0.3654071661237785,-1.17,-30.82,33.87,11.040743028198769,121.89800661471973,6,yes,10,morning,0.49951942962816354
208,fruit,premium,0.19,2,0.38,e-wallet,0.29,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5284633129220021
209,fruit,premium,0.19,3,0.5700000000000001,credit card,0.29,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5185588509291298
210,fruit,gold,0.19,1,0.19,e-wallet,0.41,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.530990951897627
211,fruit,basic,3.99,1,3.99,cash,0.8,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5202384202364075
212,fruit,standard,1.49,3,4.47,debit card,0.89,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5237074062815162
213,fruit,gold,4.99,2,9.98,e-wallet,0.54,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5267589900695029
214,fruit,basic,4.49,1,4.49,credit card,0.35,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5107545242193123
215,fruit,gold,0.49,2,0.98,cash,0.88,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.52991097129348
216,fruit,basic,0.49,3,1.47,cash,0.88,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5227258945591458
217,fruit,premium,0.49,1,0.49,debit card,0.84,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.530743925887981
218,fruit,basic,0.19,1,0.19,cash,0.29,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5219538329321722
219,fruit,basic,0.19,2,0.38,debit card,0.29,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5232250294258729
220,vegetables,gold,1.49,3,4.47,cash,0.06,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5284212828188318
221,vegetables,non-member,4.19,4,16.76,cash,0.44,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5199019919362357
222,vegetables,standard,1.99,3,5.97,debit card,0.47,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5246740848902224
223,vegetables,non-member,4.49,3,13.47,e-wallet,0.61,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5225059061014753
224,vegetables,non-member,4.49,4,17.96,e-wallet,0.61,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5223200231262398
225,vegetables,standard,1.49,4,5.96,credit card,0.06,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5138404766043061
226,vegetables,standard,1.49,1,1.49,credit card,0.53,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5170403109283321
227,vegetables,premium,4.19,1,4.19,credit card,0.44,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.519436239184906
228,vegetables,non-member,1.49,4,5.96,debit card,0.06,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5221403171265317
229,vegetables,gold,4.49,4,17.96,cash,0.61,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5280202693258493
230,refrigerated items,non-member,3.49,1,3.49,credit card,0.01,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5082834274688763
231,refrigerated items,non-member,8.19,2,16.38,credit card,0.6,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5061846141134762
232,refrigerated items,standard,5.99,1,5.99,e-wallet,0.29,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5171416866898325
233,frozen,premium,11.99,2,23.98,credit card,0.57,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5106612535007286
234,frozen,non-member,8.19,4,32.76,cash,0.72,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5159430059508421
235,frozen,standard,12.49,3,37.47,credit card,0.88,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5066803850636334
236,spices and herbs,standard,4.19,3,12.57,e-wallet,0.69,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.52328099648385
237,spices and herbs,gold,4.19,2,8.38,debit card,0.69,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5301770863319004
238,canned foods,standard,2.99,4,11.96,cash,0.38,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5189221104366929
239,canned foods,premium,2.49,1,2.49,e-wallet,0.81,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5292993853772492
240,canned foods,standard,8.49,3,25.47,cash,0.29,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5147418356251575
241,canned foods,standard,7.49,3,22.47,e-wallet,0.14,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5169175387277571
242,packaged foods,standard,2.19,3,6.57,e-wallet,0.32,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.525219603989893
243,packaged foods,gold,7.19,3,21.57,cash,0.29,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5261147940521399
244,packaged foods,standard,6.19,3,18.57,e-wallet,0.43,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5225954666842487
245,packaged foods,gold,7.19,3,21.57,credit card,0.29,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5187955862447016
246,packaged foods,standard,5.49,2,10.98,credit card,0.31,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5134668225862091
247,condiments and sauces,standard,3.19,3,9.57,e-wallet,0.8,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5218624783299287
248,condiments and sauces,basic,8.19,3,24.57,e-wallet,0.14,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5157662234447794
249,condiments and sauces,premium,5.19,3,15.57,e-wallet,0.71,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.525317715085521
250,beverages,basic,11.99,3,35.97,debit card,0.11,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5162860522823357
251,beverages,non-member,11.99,2,23.98,credit card,0.11,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5054709859244548
252,beverages,gold,20.19,3,60.57000000000001,debit card,1.0,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5200063833025118
253,dairy,non-member,6.49,4,25.96,cash,0.37,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5143741837287219
254,dairy,premium,9.49,4,37.96,credit card,0.29,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5109786528027889
255,dairy,premium,9.49,3,28.47,e-wallet,0.29,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5199739480846955
256,dairy,non-member,7.19,2,14.38,cash,0.42,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5139425567688707
257,cheese,basic,11.19,1,11.19,credit card,0.86,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5012602510243933
258,cheese,basic,11.19,3,33.57,cash,0.86,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5095176750240422
259,cheese,non-member,13.99,4,55.96,debit card,0.22,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5065414497455089
260,cheese,gold,11.19,2,22.38,e-wallet,0.86,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5176357250476626
261,cheese,premium,9.99,3,29.97,debit card,0.24,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.515118031181165
262,meat,non-member,12.49,2,24.98,e-wallet,0.69,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5115417837608293
263,meat,premium,16.19,3,48.57000000000001,e-wallet,0.37,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5143370500351214
264,meat,standard,8.99,1,8.99,credit card,0.51,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5052105943880293
265,seafood,premium,12.99,1,12.99,cash,0.32,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5139807010253002
266,seafood,standard,10.19,2,20.38,credit card,0.2,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5039449487236078
267,seafood,basic,10.19,4,40.76,debit card,0.2,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5140585814075468
268,seafood,basic,19.49,2,38.98,e-wallet,0.76,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5075479941524175
269,baked goods,basic,5.99,2,11.98,e-wallet,0.67,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.522512474160397
270,baked goods,premium,4.19,1,4.19,debit card,0.28,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5278429203619277
271,baked goods,non-member,5.99,3,17.97,credit card,0.67,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5121039236713198
272,baked goods,standard,10.19,2,20.38,cash,0.39,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5157102572772154
273,baking,premium,3.99,3,11.97,debit card,0.34,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5296158317946646
274,baking,premium,7.49,4,29.96,credit card,0.19,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5173070964286303
275,baking,gold,3.99,3,11.97,e-wallet,0.81,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5329511631243751
276,snacks,premium,1.99,2,3.98,cash,0.78,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5294426534092566
277,snacks,standard,0.49,2,0.98,debit card,0.42,-0.2955821917808219,0.0,-30.84,34.69,12.473163053816956,155.57979656710432,4,no,17,afternoon,0.5259445749704237
